CDS Code,[Lookup] District Master,County,District Name,District Type,Grade Levels,Student Enrollment (2024-25),Number of Schools (2024-25),County Superintendent (CCESSA) Region,Locale Classifications,Percent of Republican Votes (2020),Percent of Democratic Votes (2020),Overall Political Leaning (2020),Percent of Republican Votes (2024),Percent of Democratic Votes (2024),Overall Political Leaning (2024),Mean Income of Population in District Area,Median Income of Population in District Area,Student to Teacher Ratio,Average Chronic Absenteeism Rate,Expense per ADA (2022-23),Number of Title I Schools (2023-24),Average Pollution Burden Percentile,Percent English Learners (2024-25),Percent Unduplicated Students (2024-25),Percent of Students Receiving FRM (2024-25),Funding sources for sustainability efforts identified in LCAP,LCAP Funding Status,LCAP Direct Funding Total,LCAP Lumped Funding Total,Description of Funding,Environmental Vision or Goals Identified in LCAP,Description of vision or goals in LCAP (from [Lookup] District Master),Key Terms Identified in LCAP,Total GO Bonds and Parcel Taxes Attempted (2010 - 2029),Total GO Bonds and Parcel Taxes Passed (2010 - 2029),Most Recent Passed GO Bond Measure Year (2010-2029),Total Amount of GO Bond Measure Funding ($) (2010-2029),2024_election_bond_language,2023_election_bond_language,2022_election_bond_language,2021_election_bond_language,2020_election_bond_language,2019_election_bond_language,2018_election_bond_language,2017_election_bond_language,2016_election_bond_language,2015_election_bond_language,2014_election_bond_language,2013_election_bond_language,2012_election_bond_language,2011_election_bond_language,2010_election_bond_language,Environmental and Climate Literacy and Action Overall Indicator Status (20 points)
37681970000000,37681970000000,San Diego,La Mesa-Spring Valley,Elementary School District,K-8,10616,24,9,Suburban,37.2,60.4,Mildly Democratic,40.1,57.1,Neutral,$114666.50,$93094.92,21,32.15,$17208.04,14,34.57%,17.24,66.64,64.37,0,No Funding,,,N/A,0,N/A,N/A,1,1,2010,$2100000.00,,,,,"November 3, 2020: To repair old, outdated classrooms and school facilities, fix deteriorating roofs, plumbing and electrical systems, improve student safety and campus security, and upgrade classrooms, labs, facilities and technology to support achievement in science, math, reading, technology, arts and engineering, shall the La Mesa � Spring Valley School District measure authorizing $136,000,000 in bonds at legal rates be adopted, levying approximately 2.4 cents per $100 assessed value ($7,879,000 annually) while bonds are outstanding, with citizen oversight and all money staying local?",,,,,,,,,,,8.50
37681890000000,37681890000000,San Diego,Lakeside Union Elementary,Elementary School District,K-8,4832,13,9,Suburban,61.2,36.5,Mildly Republican,62.6,35.1,Mildly Republican,$131337.70,$111427.90,20,21.11,$16691.75,6,31.77%,7.57,46.01,35.72,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,"November 4, 2014: To increase student access to classroom computers; upgrade /construct science labs throughout the district; renovate /modernize classrooms/facilities; and reduce overall borrowing costs, shall $31,000,000 of Lakeside Union School District bonds, previously approved by voters in November 2008, be reauthorized through issuance of new bonds, with no increase in total authorized District debt, interest rates below legal limits, independent citizen oversight, and no money taken by the State and spent elsewhere or used for administrator salaries?",,,,,6.50
37682050000000,37682050000000,San Diego,Lemon Grove,Elementary School District,K-8,3053,10,9,Suburban,30.5,67.1,Mildly Democratic,35.7,61.3,Mildly Democratic,$102403.47,$83452.41,21,38.78,$19000.77,8,48.08%,25.78,78.41,73.83,0,No Funding,,,N/A,0,N/A,N/A,3,3,2024,$196000000.00,"November 5, 2024: With funds that cannot be taken by the State and spent elsewhere, shall Lemon Grove School District's measure to ensure disabled access and expand science, technology, coding, robotics, engineering, arts, and math classrooms and labs be adopted, authorizing $30 million of bonds with legal rates, average levies below $25 per $100,000 of assessed valuation (generating $1.8 million annually) while outstanding, citizen oversight, audits, no funds for administrator salaries and full public disclosure of spending?
November 5, 2024: With funds that cannot be taken by the State and spent elsewhere, shall Lemon Grove School District's measure to replace leaky roofs and plumbing; update aging electrical and inefficient heating and cooling systems; and improve security systems be adopted, authorizing $30 million of bonds with legal rates, average levies below $25 per $100,000 of assessed valuation (generating $1.8 million annually) while outstanding, citizen oversight, audits, no funds for administrator salaries and full public disclosure of spending?",,"November 8, 2022: To improve local schools with funds that cannot be taken by the State and spent elsewhere, shall Lemon Grove School District�s measure to replace aging roofs; upgrade STEAM (science, technology, engineering, arts, math) classrooms; increase computer access; and replace portables with permanent classrooms be adopted, authorizing $27 million of bonds with legal rates, levies below $30/$100,000 of assessed valuation (generating $1.6 million/year through 2053), annual audits, independent oversight, state matching funds and no tax rate increase",,,,,,,,"November 4, 2014: To repair and replace leaky roofs; renovate and modernize educational facilities; provide additional classrooms; and increase student access to classroom computers; shall $10,000,000 of Lemon Grove School District bonds, previously approved by voters in November 2008, be reauthorized through issuance of new bonds, with no increase in total authorized District debt, reduced borrowing costs, interest rates below legal limits, independent citizen oversight, and no money taken by the State and spent elsewhere or used for administrator salaries?",,,,,6.50
37682130000000,37682130000000,San Diego,Mountain Empire Unified,Unified School District,K-Adult,4401,14,9,Rural,63.6,34.2,Mildly Republican,67.3,30.3,Mildly Republican,$94916.00,$81428.00,20,52.52,$19365.87,8,29.20%,16.31,58.53,31.56,0,No Funding,,,N/A,0,N/A,N/A,2,1,2014,$31000000.00,,,,,,,"November 6, 2018: To construct, renovate and equip classrooms, science labs, and school facilities that support college and career readiness in math, science, engineering, technology and skilled trades; improve school safety/security; repair deteriorating roofs, plumbing, and electrical systems, shall Mountain Empire Unified School District issue $15,000,000 of bonds at legal interest rates, with estimated repayment amounts averaging $840,967 annually for approximately 36 years at projected tax rates averaging 3.7 cents per $100 of assessed value, with annual audits and citizens' oversight?",,,,,,,,,4.50
37682210000000,37682210000000,San Diego,National Elementary,Elementary School District,K-8,4360,12,9,Suburban,27.6,70.4,Mildly Democratic,37.9,59.4,Neutral,$82384.54,$68901.04,18,40.15,$22191.89,10,56.07%,48.69,90.60,78.46,0,No Funding,,,N/A,0,N/A,N/A,2,2,2022,$37000000.00,,,,,,,,,"November 8, 2016: To repair and rebuild aging classrooms and facilities throughout the District; meet handicapped access requirements; increase student access to computers /technology; repair roofs; and improve campus security and student loading zones for increased safety; shall National School District be authorized to issue $30 million of bonds with interest rates below legal limits, annual audits, independent citizens� oversight, no money for administrative salaries and all funds spent locally and not taken by the State and used elsewhere?",,"November 4, 2014: To repair and rebuild aging classrooms and facilities throughout the District; meet handicapped access requirements, increase student access to computers and modern technology; and upgrade outdated heating and air conditioning systems; shall the National School District be authorized to issue $26.1 million of bonds with legal interest rates, annual audits, an independent citizens' oversight committee, all funds spent locally and no money used for administrative salaries or taken by the State and spent elsewhere?",,,,,9.50
37735690000000,37735690000000,San Diego,Oceanside Unified,Unified School District,TK-Adult,17455,26,9,Suburban,40.3,56.8,Neutral,42.5,54.5,Neutral,$108495.31,$86609.11,20,33.18,$18593.90,22,44.60%,10.00,67.56,64.61,0,No Funding,,,N/A,0,N/A,N/A,1,1,2018,$403000000.00,,,,,"November 3, 2020: To protect quality schools and upgrade aging facilities, shall Oceanside Unified School District�s measure to: upgrade classrooms for science, technology, engineering, arts, math instruction; address school earthquake, fire, health and safety standards; modernize computers and technology; and repair or replace deteriorating roofs, plumbing, electrical, heating and cooling systems; by issuing $160,000,000 in bonds at legal rates, providing approximately $9,100,000 annually, levying 3_ per $100 of assessed value while bonds are outstanding, with independent oversight and audits, be adopted?",,,,,,,,,,,6.50
37682960000000,37682960000000,San Diego,Poway Unified,Unified School District,TK-Adult,34405,41,9,Urban,40.9,56.9,Neutral,40.8,55.9,Neutral,$188050.25,$151790.05,22,16.28,$14538.92,4,21.37%,6.80,19.54,15.19,0,No Funding,,,N/A,0,N/A,N/A,4,1,2018,$15000000.00,,,,,,,,,,,,,,,,7.00
37683040000000,37683040000000,San Diego,Ramona City Unified,Unified School District,K-Adult,4949,12,9,Rural,56.4,41.2,Neutral,61.9,35.8,Mildly Republican,$144645.50,$117398.07,22,36.47,$14999.42,6,15.33%,13.17,61.57,60.19,0,No Funding,,,N/A,0,N/A,N/A,3,2,2016,$56100000.00,,,,,,,,,,,,,,,,3.50
37683120000000,37683120000000,San Diego,Rancho Santa Fe Elementary,Elementary School District,K-8,505,2,9,Suburban,46.7,51.3,Neutral,46.0,50.8,Neutral,$242042.80,$165048.80,10,14.95,$25447.62,2,44.22%,6.34,11.09,0.00,0,No Funding,,,N/A,0,N/A,N/A,1,1,2020,$160000000.00,,,,,,,,,,,,,,,,1.00
37683380000000,37683380000000,San Diego,San Diego Unified,Unified School District,TK-Adult,112829,217,9,Urban,29.0,68.7,Mildly Democratic,30.4,66.4,Mildly Democratic,$125233.64,$99940.84,19,28.89,$21087.58,135,42.08%,16.11,62.47,59.25,0,No Funding,,,N/A,0,N/A,N/A,1,0,,$0.00,,,"November 8, 2022: To improve all public schools by: � Repairing leaky roofs/plumbing; � Providing safe drinking water; � Removing asbestos, lead paint, mold; � Improving classroom security/communications, systems, cameras, door locks to protect against school shootings; � Upgrading career, science, technology, engineering, math classrooms; shall San Diego Unified School District�s measure authorizing $3,200,000,000 in bonds at legal rates, levying approximately 6 cents per $100 of assessed value, averaging $330,000,000 annually while bonds are outstanding, requiring public spending disclosures, audits, citizens oversight, be adopted?",,,,"November 6, 2018: Shall San Diego Unified School District issue $3.5 billion in bonds at legal rates, projecting levy of 6-cents per $100 of assessed valuation for 39 years, estimating $193 million average annual repayments, requiring independent annual audits and citizen oversight?",,,,,,"November 6, 2012: To repair neighborhood schools and charter schools with funding the state cannot take away by: Repairing deteriorating 60-year-old classrooms, libraries, wiring, plumbing, bathrooms and leaky roofs; Removing hazardous mold, asbestos, and lead; Upgrading fire safety systems/doors; Upgrading classroom instructional technology, labs and vocational education classrooms; Shall San Diego Unified School District issue $2.8 billion in bonds at legal interest rates with citizen�s oversight, independent financial audits, no money for administrators� salaries and all funds spent locally?",,,11.00
37683460000000,37683460000000,San Diego,San Dieguito Union High,High School District,7-12,12055,12,9,Urban,34.6,63.3,Mildly Democratic,35.0,61.9,Mildly Democratic,$222797.04,$157547.92,23,18.97,$14707.46,3,34.58%,3.72,19.44,17.83,0,No Funding,,,N/A,0,N/A,N/A,2,0,,$0.00,,,,,,,,,,,,,"November 6, 2012: To provide safe, modern schools and prepare students for success in college and careers by repairing and upgrading outdated classrooms and schools, constructing and upgrading school facilities, including classrooms, science labs, and libraries, improving safety and security, and supporting career training and math, science, and technology instruction with 21st Century instructional technology and facilities, shall San Dieguito Union High School District issue $449 million in bonds with independent oversight, no money for administrator salaries, and all money staying local?",,,6.00
37737910000000,37737910000000,San Diego,San Marcos Unified,Unified School District,TK-Adult,18950,21,9,Suburban,41.5,56.3,Neutral,42.6,54.5,Neutral,$140762.00,$114395.44,23,21.49,$14829.76,8,35.58%,10.81,40.12,28.11,0,No Funding,,,N/A,0,N/A,N/A,2,1,2024,$324000000.00,"November 5, 2024: To repair and upgrade older schools, remove asbestos, lead pipes, mold; fix deteriorating roofs, plumbing, sewer, and electrical; support college/ career readiness in math, science, engineering, technology, arts, and skilled trades; by modernizing classrooms, science labs, school facilities, and technology, shall San Marcos Unified School District’s measure authorizing $324 million in bonds at legal rates be adopted, levying 4 cents per $100 assessed value ($20 million annually) while bonds are outstanding, with citizen oversight and all money locally controlled?",,,,,,,,,,,,,,"November 2, 2010: To maintain excellent local schools, repair aging, deteriorating classrooms/schools, attract quality teachers and offset State cuts by: removing asbestos, lead paint, repairing roofs, plumbing , wiring; preventing overcrowding ; upgrading instructional; technology, libraries, science labs; improving seismic, fire, and student safety; and improving disabled access; shall San Marcos Unified School District issue $287 million in bonds, at legal interest rates, with citizens'oversight, mandatory audits, no money for District salaries, and all funds remaining local?",4.00
37683530000000,37683530000000,San Diego,San Pasqual Union Elementary,Elementary School District,K-8,548,1,9,Rural,52.5,45.2,Neutral,52.0,45.0,Neutral,$183604.25,$149734.25,20,6.60,$13906.57,1,23.29%,10.22,28.65,25.55,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,4.00
37683790000000,37683790000000,San Diego,San Ysidro Elementary,Elementary School District,K-8,4144,8,9,Urban,30.4,67.6,Mildly Democratic,39.9,57.7,Neutral,$111534.54,$98561.85,22,33.06,$20239.47,7,50.21%,48.24,85.98,64.29,0,No Funding,,,N/A,0,N/A,N/A,4,4,2024,$596900000.00,"November 5, 2024: With funds that cannot be taken by the State and spent elsewhere, shall San Ysidro School District's measure to replace leaky roofs and plumbing; upgrade aging electrical, heating and air-conditioning; improve classroom technology at Ocean View Hills Elementary and Vista Del Mar Middle Schools; and construct new educational facilities be adopted, authorizing $68.5 million of bonds with legal rates, audits, levies below $30 per $100,000 of assessed valuation while outstanding (raising $4,450,000 annually), citizen oversight, and full public disclosure of spending?
November 5, 2024: With funds that cannot be taken by the State and spent elsewhere, shall San Ysidro School District's measure to improve student safety and school security; upgrade emergency communications; construct classrooms at Ocean View Hills Elementary and Vista Del Mar Middle Schools; and construct new educational facilities be adopted, authorizing $66.5 million of bonds with legal rates, audits, levies below $30 per $100,000 of assessed valuation while outstanding (raising $4,350,000 annually), citizen oversight and full public disclosure of spending?
November 5, 2024: With funds that cannot be taken by the State and spent elsewhere, shall San Ysidro School District’s measure to improve school safety; replace roofs, electrical, plumbing, heating and air-conditioning systems; add new classrooms; and repair aging restrooms at La Mirada, Smythe, Sunset, and Willow Elementary Schools, San Ysidro Middle School, and Preschool & Child Development Center be adopted, authorizing $12,900,000 of bonds with average levies below $30 per $100,000 of assessed valuation while outstanding (raising $830,000 annually), with legal rates, audits, citizen oversight and public disclosure of spending?",,,,"March 3, 2020: To make student safety and school security improvements; upgrade classroom technology; and construct, rehabilitate, acquire, equip and furnish classrooms and school facilities, shall the San Ysidro School District measure to authorize the issuance of $52,985,000 of bonds to replace bonds previously authorized in 1997, at legal interest rates raising an average $3.2 million per year while bond are outstanding, with projected levies of less than $0.03 per $100 assessed valuation, requiring annual audits and citizens� oversight, be adopted? March 3, 2020: To reconstruct or replace roofs and plumbing and construct, rehabilitate, replace, acquire, equip and furnish classrooms and school facilities, shall the San Ysidro School District measure to authorize the issuance of $55,500,000 of bonds to replace bonds previously authorized in 1997, at legal interest rates raising an average $3.3 million per year while bond are outstanding, with projected levies of less than $0.03 per $100 assessed valuation, requiring annual audits and citizens� oversight, be adopted?",,,,,,,,,,,6.50
